date,winner_short,loser_short,atp,location,tournament,series,court,surface_x,round_x,best of,winner,loser,wrank,lrank,wpts,lpts,w1,l1,w2,l2,w3,l3,w4,l4,w5,l5,wsets,lsets,comment,b365w,b365l,exw,exl,lbw,lbl,psw,psl,sjw,sjl,maxw,maxl,avgw,avgl,source_file,source_year,bfew,bfel,b365w_prob,b365l_prob,b365w_prob_norm,b365l_prob_norm,rank_diff,match_date,surface_y,round_y,elo_global_w_before,elo_global_l_before,elo_global_diff,elo_surface_w_before,elo_surface_l_before,elo_surface_diff,h2h_w_before,h2h_l_before,h2h_diff,wins_last5,wins_last10,winpct_last10,date_diff,elo_implied_prob
2014-11-14,wawrinka s,cilic m,64,London,Masters Cup,Masters Cup,Indoor,Hard,Round Robin,3.0,wawrinka s.,cilic m.,4.0,9.0,4895.0,4150.0,6.0,3.0,4.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,1.3,3.5,1.3,3.4,1.3,3.5,1.33,3.75,1.33,3.3,1.4,3.85,1.32,3.38,2014.xlsx,2014,,,0.7692307692307692,0.2857142857142857,0.7291666666666667,0.2708333333333333,5.0,2014-11-09,Hard,RR,1551.8329018156237,1666.0639323700857,-114.231030554462,1608.2453492395694,1725.0575184420445,-116.81216920247516,7.0,2.0,5.0,1.0,4.0,0.4,5.0,0.3412864369597598
2014-11-15,djokovic n,nishikori k,64,London,Masters Cup,Masters Cup,Indoor,Hard,Semifinals,3.0,djokovic n.,nishikori k.,1.0,5.0,10010.0,4625.0,6.0,1.0,3.0,6.0,6.0,0.0,,,,,2.0,1.0,Completed,1.07,9.0,1.09,7.0,1.08,8.0,1.09,9.95,1.1,7.5,1.11,9.95,1.08,7.84,2014.xlsx,2014,,,0.9345794392523364,0.1111111111111111,0.893743793445879,0.1062562065541211,4.0,2014-11-09,Hard,SF,1868.7692435741487,1728.5254709708524,140.24377260329675,1905.236481518141,1768.371070316982,136.86541120115953,2.0,2.0,0.0,5.0,9.0,0.9,6.0,0.6915355697080063
2014-11-15,federer r,wawrinka s,64,London,Masters Cup,Masters Cup,Indoor,Hard,Semifinals,3.0,federer r.,wawrinka s.,2.0,4.0,8700.0,4895.0,4.0,6.0,7.0,5.0,7.0,6.0,,,,,2.0,1.0,Completed,1.12,6.0,1.13,5.4,1.14,5.5,1.16,6.27,1.14,6.0,1.17,6.27,1.14,5.58,2014.xlsx,2014,,,0.8928571428571428,0.1666666666666666,0.8426966292134831,0.1573033707865168,2.0,2014-11-09,Hard,SF,1805.065659070192,1542.0474603443563,263.0181987258354,1843.2086966911183,1598.0101290280531,245.19856766306543,14.0,2.0,12.0,4.0,9.0,0.9,6.0,0.8196613003282684
2015-11-15,djokovic n,nishikori k,66,London,Masters Cup,Masters Cup,Indoor,Hard,Round Robin,3.0,djokovic n.,nishikori k.,1.0,8.0,15285.0,4035.0,6.0,1.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.05,11.0,1.05,9.0,1.05,10.0,1.07,10.98,,,1.08,11.23,1.06,9.6,2015.xlsx,2015,,,0.9523809523809524,0.0909090909090909,0.9128630705394192,0.0871369294605809,7.0,2015-11-15,Hard,RR,1944.1381031188887,1679.3212024567188,264.8169006621699,1968.3638751488293,1707.6869737991003,260.6769013497287,4.0,2.0,2.0,4.0,9.0,0.9,0.0,0.821186755086955
2015-11-15,federer r,berdych t,66,London,Masters Cup,Masters Cup,Indoor,Hard,Round Robin,3.0,federer r.,berdych t.,3.0,6.0,7340.0,4620.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.22,4.33,1.22,3.75,1.22,4.33,1.27,4.26,,,1.28,4.35,1.23,4.07,2015.xlsx,2015,,,0.819672131147541,0.23094688221709,0.7801801801801801,0.2198198198198198,3.0,2015-11-15,Hard,RR,1840.384777836556,1610.5364628930204,229.8483149435356,1881.2835597350363,1655.4143860073443,225.869173727692,14.0,6.0,8.0,4.0,8.0,0.8,0.0,0.7896992053854073
2015-11-16,murray a,ferrer d,66,London,Masters Cup,Masters Cup,Indoor,Hard,Round Robin,3.0,murray a.,ferrer d.,2.0,7.0,8470.0,4305.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.25,4.0,1.25,3.75,1.25,4.0,1.26,4.34,,,1.3,4.7,1.25,3.98,2015.xlsx,2015,,,0.8,0.25,0.7619047619047619,0.238095238095238,5.0,2015-11-15,Hard,RR,1762.1920358918069,1646.2885865524397,115.90344933936694,1768.891985059539,1691.7436799302695,77.14830512926915,11.0,6.0,5.0,4.0,8.0,0.8,1.0,0.660874539011689
2015-11-16,nadal r,wawrinka s,66,London,Masters Cup,Masters Cup,Indoor,Hard,Round Robin,3.0,nadal r.,wawrinka s.,5.0,4.0,4630.0,6500.0,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.61,2.3,1.65,2.15,1.67,2.2,1.72,2.25,,,1.76,2.31,1.67,2.2,2015.xlsx,2015,,,0.6211180124223602,0.4347826086956522,0.588235294117647,0.411764705882353,-1.0,2015-11-15,Hard,RR,1710.4844216178683,1723.36250836975,-12.87808675188171,1743.9644618242487,1737.0759215560367,6.888540268211955,13.0,3.0,10.0,3.0,7.0,0.7,1.0,0.4814754262270636
2015-11-17,federer r,djokovic n,66,London,Masters Cup,Masters Cup,Indoor,Hard,Round Robin,3.0,federer r.,djokovic n.,3.0,1.0,7340.0,15285.0,7.0,5.0,6.0,2.0,,,,,,,2.0,0.0,Completed,3.5,1.3,3.2,1.3,4.0,1.25,3.7,1.33,,,4.0,1.34,3.6,1.29,2015.xlsx,2015,,,0.2857142857142857,0.7692307692307692,0.2708333333333333,0.7291666666666667,-2.0,2015-11-15,Hard,RR,1819.7412784299147,1968.5699137176773,-148.82863528776284,1861.3942184343955,1992.1067173852905,-130.712498950895,20.0,21.0,-1.0,4.0,8.0,0.8,2.0,0.29802372859152665
2015-11-17,nishikori k,berdych t,66,London,Masters Cup,Masters Cup,Indoor,Hard,Round Robin,3.0,nishikori k.,berdych t.,8.0,6.0,4035.0,4620.0,7.0,5.0,3.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,2.37,1.57,2.35,1.58,2.5,1.53,2.46,1.62,,,2.6,1.64,2.39,1.57,2015.xlsx,2015,,,0.4219409282700421,0.6369426751592356,0.398477157360406,0.6015228426395939,-2.0,2015-11-15,Hard,RR,1666.846673156619,1626.3041430092858,40.54253014733354,1694.4092522362594,1672.0585753978198,22.35067683843954,3.0,1.0,2.0,3.0,7.0,0.7,2.0,0.5580820008357482
2015-11-18,nadal r,murray a,66,London,Masters Cup,Masters Cup,Indoor,Hard,Round Robin,3.0,nadal r.,murray a.,5.0,2.0,4630.0,8470.0,6.0,4.0,6.0,1.0,,,,,,,2.0,0.0,Completed,2.5,1.53,2.4,1.55,2.5,1.53,2.62,1.56,,,2.7,1.6,2.5,1.54,2015.xlsx,2015,,,0.4,0.6535947712418301,0.3796526054590571,0.6203473945409429,-3.0,2015-11-15,Hard,RR,1692.0322332493834,1784.1203768704113,-92.08814362102794,1726.8346396141594,1789.5381800893315,-62.70354047517208,15.0,5.0,10.0,3.0,7.0,0.7,3.0,0.37049310619580045
2015-11-18,wawrinka s,ferrer d,66,London,Masters Cup,Masters Cup,Indoor,Hard,Round Robin,3.0,wawrinka s.,ferrer d.,4.0,7.0,6500.0,4305.0,7.0,5.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.61,2.25,1.6,2.3,1.57,2.38,1.71,2.27,,,1.71,2.41,1.64,2.26,2015.xlsx,2015,,,0.6211180124223602,0.4444444444444444,0.582901554404145,0.4170984455958549,3.0,2015-11-15,Hard,RR,1711.3456587355406,1661.6784603056904,49.66719842985026,1723.475956622657,1708.775896716989,14.700059905667333,6.0,7.0,-1.0,3.0,6.0,0.6,3.0,0.5709938970954703
2015-11-19,djokovic n,berdych t,66,London,Masters Cup,Masters Cup,Indoor,Hard,Round Robin,3.0,djokovic n.,berdych t.,1.0,6.0,15285.0,4620.0,6.0,3.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.06,10.0,1.07,8.0,1.06,9.0,1.08,10.01,,,1.09,10.4,1.07,8.91,2015.xlsx,2015,,,0.9433962264150942,0.1,0.9041591320072332,0.0958408679927667,5.0,2015-11-15,Hard,RR,1955.118533628431,1632.252237608553,322.86629601987784,1976.989415626924,1678.606843830391,298.3825717965326,18.0,2.0,16.0,4.0,9.0,0.9,4.0,0.8651299261981669
2015-11-19,federer r,nishikori k,66,London,Masters Cup,Masters Cup,Indoor,Hard,Round Robin,3.0,federer r.,nishikori k.,3.0,8.0,7340.0,4035.0,7.0,5.0,4.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,1.14,5.5,1.18,4.3,1.17,5.0,1.18,5.63,,,1.2,6.0,1.17,5.11,2015.xlsx,2015,,,0.8771929824561404,0.1818181818181818,0.8283132530120482,0.1716867469879518,5.0,2015-11-15,Hard,RR,1811.3824081770192,1678.695621439131,132.68678673788827,1853.678986505738,1705.683846998421,147.9951395073174,3.0,2.0,1.0,4.0,8.0,0.8,4.0,0.6821796043414872
2015-11-20,nadal r,ferrer d,66,London,Masters Cup,Masters Cup,Indoor,Hard,Round Robin,3.0,nadal r.,ferrer d.,5.0,7.0,4630.0,4305.0,6.0,7.0,6.0,3.0,6.0,4.0,,,,,2.0,1.0,Completed,1.2,4.5,1.2,4.3,1.22,4.33,1.24,4.57,,,1.25,4.95,1.22,4.36,2015.xlsx,2015,,,0.8333333333333334,0.2222222222222222,0.7894736842105263,0.2105263157894736,2.0,2015-11-15,Hard,RR,1677.6262658640576,1679.4414954523324,-1.8152295882748604,1711.839057816409,1727.2105281006568,-15.371470284247836,22.0,6.0,16.0,4.0,8.0,0.8,5.0,0.4973876984003154
2015-11-20,wawrinka s,murray a,66,London,Masters Cup,Masters Cup,Indoor,Hard,Round Robin,3.0,wawrinka s.,murray a.,4.0,2.0,6500.0,8470.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.3,1.61,2.2,1.65,2.2,1.67,2.34,1.68,,,2.4,1.73,2.27,1.64,2015.xlsx,2015,,,0.4347826086956522,0.6211180124223602,0.411764705882353,0.588235294117647,-2.0,2015-11-15,Hard,RR,1691.921914567146,1807.043086039412,-115.12117147226604,1704.369722059481,1812.1609453198864,-107.79122326040532,6.0,8.0,-2.0,3.0,6.0,0.6,5.0,0.3401354349074545
2015-11-21,djokovic n,nadal r,66,London,Masters Cup,Masters Cup,Indoor,Hard,Semifinals,3.0,djokovic n.,nadal r.,1.0,5.0,15285.0,4630.0,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.2,4.5,1.18,4.3,1.2,4.5,1.22,4.92,,,1.3,5.18,1.2,4.54,2015.xlsx,2015,,,0.8333333333333334,0.2222222222222222,0.7894736842105263,0.2105263157894736,4.0,2015-11-15,Hard,SF,1965.2278982843425,1684.618127323,280.6097709613425,1988.4943868902487,1719.159041740081,269.33534515016777,22.0,21.0,1.0,4.0,9.0,0.9,6.0,0.8341486458868888
2015-11-21,federer r,wawrinka s,66,London,Masters Cup,Masters Cup,Indoor,Hard,Semifinals,3.0,federer r.,wawrinka s.,3.0,4.0,7340.0,6500.0,7.0,5.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.3,3.5,1.33,3.2,1.3,3.5,1.3,4.01,,,1.36,4.13,1.29,3.61,2015.xlsx,2015,,,0.7692307692307692,0.2857142857142857,0.7291666666666667,0.2708333333333333,1.0,2015-11-15,Hard,SF,1801.504115182384,1705.3070186956593,96.19709648672485,1845.197451390136,1716.412867493967,128.78458389616912,17.0,3.0,14.0,4.0,9.0,0.9,6.0,0.6350063403182036
2015-11-22,djokovic n,federer r,66,London,Masters Cup,Masters Cup,Indoor,Hard,The Final,3.0,djokovic n.,federer r.,1.0,3.0,15285.0,7340.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.44,2.75,1.42,2.8,1.4,3.0,1.4,3.27,,,1.47,3.27,1.42,2.87,2015.xlsx,2015,,,0.6944444444444444,0.3636363636363636,0.6563245823389022,0.3436754176610979,2.0,2015-11-15,Hard,F,1957.4792574564613,1813.023258526248,144.45599893021313,1979.8820878000367,1857.647279847996,122.2348079520416,21.0,21.0,0.0,4.0,9.0,0.9,7.0,0.6966837473331968
2016-11-13,djokovic n,thiem d,66,London,Masters Cup,Masters Cup,Indoor,Hard,Round Robin,3.0,djokovic n.,thiem d.,2.0,9.0,10780.0,3215.0,6.0,7.0,6.0,0.0,6.0,2.0,,,,,2.0,1.0,Completed,1.12,6.0,1.09,5.25,1.12,5.5,1.12,7.45,,,1.15,8.5,1.12,6.37,2016.xlsx,2016,,,0.8928571428571428,0.1666666666666666,0.8426966292134831,0.1573033707865168,7.0,2016-11-14,Hard,RR,1839.2691382422884,1531.0875524088165,308.1815858334719,1915.48557215242,1540.6686342305416,374.8169379218782,3.0,0.0,3.0,3.0,7.0,0.7,1.0,0.8549588462584644
2016-11-13,raonic m,monfils g,66,London,Masters Cup,Masters Cup,Indoor,Hard,Round Robin,3.0,raonic m.,monfils g.,4.0,6.0,5050.0,3625.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.8,2.0,1.68,1.95,1.8,2.0,1.81,2.11,,,1.85,2.11,1.8,2.01,2016.xlsx,2016,,,0.5555555555555556,0.5,0.5263157894736842,0.4736842105263157,2.0,2016-11-14,Hard,RR,1632.7976233573588,1595.9219328947777,36.87569046258113,1650.5209701722551,1648.9396845665383,1.5812856057168574,2.0,3.0,-1.0,3.0,7.0,0.7,1.0,0.5528700062894629
2016-11-14,murray a,cilic m,66,London,Masters Cup,Masters Cup,Indoor,Hard,Round Robin,3.0,murray a.,cilic m.,1.0,7.0,11185.0,3450.0,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.25,4.0,1.2,3.5,1.25,4.0,1.27,4.24,,,1.29,4.54,1.24,4.04,2016.xlsx,2016,,,0.8,0.25,0.7619047619047619,0.238095238095238,6.0,2016-11-14,Hard,RR,1865.0602588577867,1640.4909167514493,224.56934210633744,1860.557574721333,1683.6832330870675,176.8743416342652,11.0,3.0,8.0,5.0,10.0,1.0,0.0,0.7846080747851639
2016-11-14,nishikori k,wawrinka s,66,London,Masters Cup,Masters Cup,Indoor,Hard,Round Robin,3.0,nishikori k.,wawrinka s.,5.0,3.0,4705.0,5115.0,6.0,2.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.8,2.0,1.75,1.88,1.73,2.1,1.77,2.18,,,1.91,2.2,1.77,2.05,2016.xlsx,2016,,,0.5555555555555556,0.5,0.5263157894736842,0.4736842105263157,-2.0,2016-11-14,Hard,RR,1722.1075932359668,1616.3535317066828,105.75406152928394,1738.4176720225532,1678.5207523408624,59.89691968169086,2.0,4.0,-2.0,1.0,6.0,0.6,0.0,0.6476600148797104
2016-11-15,djokovic n,raonic m,66,London,Masters Cup,Masters Cup,Indoor,Hard,Round Robin,3.0,djokovic n.,raonic m.,2.0,4.0,10780.0,5050.0,7.0,6.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.22,4.33,1.2,3.75,1.25,4.0,1.29,4.03,,,1.3,4.35,1.24,4.0,2016.xlsx,2016,,,0.819672131147541,0.23094688221709,0.7801801801801801,0.2198198198198198,2.0,2016-11-14,Hard,RR,1829.6528847154975,1642.5709923098,187.08189240569777,1908.9562160956984,1658.2942272210012,250.66198887469727,7.0,0.0,7.0,3.0,6.0,0.6,1.0,0.7459125637458955
2016-11-15,thiem d,monfils g,66,London,Masters Cup,Masters Cup,Indoor,Hard,Round Robin,3.0,thiem d.,monfils g.,9.0,6.0,3215.0,3625.0,6.0,3.0,1.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,2.2,1.66,2.1,1.6,2.1,1.73,2.29,1.7,,,2.29,1.8,2.15,1.7,2016.xlsx,2016,,,0.4545454545454545,0.6024096385542169,0.4300518134715025,0.5699481865284974,-3.0,2016-11-14,Hard,RR,1524.9151479366783,1617.7144025463508,-92.79925460967227,1535.8120829912891,1672.605330176691,-136.79324718540192,1.0,0.0,1.0,2.0,5.0,0.5,1.0,0.36953889846791516
2016-11-16,murray a,nishikori k,66,London,Masters Cup,Masters Cup,Indoor,Hard,Round Robin,3.0,murray a.,nishikori k.,1.0,5.0,11185.0,4705.0,6.0,7.0,6.0,4.0,6.0,4.0,,,,,2.0,1.0,Completed,1.28,3.75,1.22,3.3,1.25,4.0,1.31,3.85,,,1.31,4.35,1.28,3.66,2016.xlsx,2016,,,0.78125,0.2666666666666666,0.7455268389662029,0.2544731610337972,4.0,2016-11-14,Hard,RR,1857.0019969746195,1717.886821917984,139.1151750566355,1851.4226720814013,1738.7628520550215,112.65982002637998,6.0,2.0,4.0,5.0,10.0,1.0,2.0,0.6901480037455727
2016-11-16,wawrinka s,cilic m,66,London,Masters Cup,Masters Cup,Indoor,Hard,Round Robin,3.0,wawrinka s.,cilic m.,3.0,7.0,5115.0,3450.0,7.0,6.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2.2,1.66,1.95,1.65,2.2,1.67,2.29,1.7,,,2.35,1.73,2.19,1.67,2016.xlsx,2016,,,0.4545454545454545,0.6024096385542169,0.4300518134715025,0.5699481865284974,4.0,2016-11-14,Hard,RR,1595.7031883928676,1631.957884227823,-36.25469583495533,1653.5779008680074,1673.5072648233015,-19.92936395529432,10.0,2.0,8.0,2.0,4.0,0.4,2.0,0.44801385069624505
2016-11-17,djokovic n,goffin d,66,London,Masters Cup,Masters Cup,Indoor,Hard,Round Robin,3.0,djokovic n.,goffin d.,2.0,11.0,10780.0,2780.0,6.0,1.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.1,7.0,1.1,5.0,1.12,6.0,1.13,7.05,,,1.15,7.66,1.11,6.32,2016.xlsx,2016,,,0.9090909090909092,0.1428571428571428,0.8641975308641975,0.1358024691358024,9.0,2016-11-14,Hard,RR,1835.9540297909136,1549.141915218896,286.81211457201766,1913.162222701128,1586.575972942912,326.5862497582159,4.0,0.0,4.0,3.0,7.0,0.7,3.0,0.8390292974635758
2016-11-17,raonic m,thiem d,66,London,Masters Cup,Masters Cup,Indoor,Hard,Round Robin,3.0,raonic m.,thiem d.,4.0,9.0,5050.0,3215.0,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.28,3.75,1.25,3.3,1.33,3.4,1.3,3.94,,,1.35,4.0,1.29,3.59,2016.xlsx,2016,,,0.78125,0.2666666666666666,0.7455268389662029,0.2544731610337972,5.0,2016-11-14,Hard,RR,1632.1478641286462,1544.687515970069,87.46034815857729,1648.176714041026,1553.9883124369946,94.18840160403148,1.0,0.0,1.0,4.0,7.0,0.7,3.0,0.6232726235849276
2016-11-18,cilic m,nishikori k,66,London,Masters Cup,Masters Cup,Indoor,Hard,Round Robin,3.0,cilic m.,nishikori k.,7.0,5.0,3450.0,4705.0,3.0,6.0,6.0,2.0,6.0,3.0,,,,,2.0,1.0,Completed,2.37,1.57,2.3,1.5,2.5,1.53,2.47,1.61,,,2.6,1.63,2.41,1.56,2016.xlsx,2016,,,0.4219409282700421,0.6369426751592356,0.398477157360406,0.6015228426395939,-2.0,2016-11-14,Hard,RR,1612.6623695658748,1706.2536712159242,-93.59130165004945,1654.9169817064992,1726.037763890954,-71.12078218445481,4.0,7.0,-3.0,3.0,8.0,0.8,4.0,0.3684772857178511
2016-11-18,murray a,wawrinka s,66,London,Masters Cup,Masters Cup,Indoor,Hard,Round Robin,3.0,murray a.,wawrinka s.,1.0,3.0,11185.0,5115.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.28,3.75,1.22,3.3,1.29,3.75,1.31,3.81,,,1.32,4.1,1.28,3.68,2016.xlsx,2016,,,0.78125,0.2666666666666666,0.7455268389662029,0.2544731610337972,2.0,2016-11-14,Hard,RR,1852.6990480630743,1603.462298651127,249.23674941194736,1844.935501179732,1663.5735808517086,181.3619203280232,9.0,7.0,2.0,5.0,10.0,1.0,4.0,0.8076360012622381
2016-11-19,djokovic n,nishikori k,66,London,Masters Cup,Masters Cup,Indoor,Hard,Semifinals,3.0,djokovic n.,nishikori k.,2.0,5.0,10780.0,4705.0,6.0,1.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.22,4.33,1.2,3.75,1.22,4.33,1.25,4.55,,,1.26,5.0,1.23,4.2,2016.xlsx,2016,,,0.819672131147541,0.23094688221709,0.7801801801801801,0.2198198198198198,3.0,2016-11-14,Hard,SF,1819.4304322643327,1731.66036516658,87.77006709775264,1901.4225335019653,1749.9479050873438,151.47462841462175,10.0,2.0,8.0,3.0,7.0,0.7,5.0,0.6236911598928275
2016-11-19,murray a,raonic m,66,London,Masters Cup,Masters Cup,Indoor,Hard,Semifinals,3.0,murray a.,raonic m.,1.0,4.0,11185.0,5050.0,5.0,7.0,7.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed,1.2,4.5,1.18,3.8,1.25,4.0,1.24,4.71,,,1.25,5.0,1.22,4.28,2016.xlsx,2016,,,0.8333333333333334,0.2222222222222222,0.7894736842105263,0.2105263157894736,3.0,2016-11-14,Hard,SF,1847.0501685203997,1641.2850789187603,205.76508960163915,1838.400211050136,1658.208612994667,180.19159805546883,8.0,3.0,5.0,5.0,10.0,1.0,5.0,0.7657521965251471
2016-11-20,murray a,djokovic n,66,London,Masters Cup,Masters Cup,Indoor,Hard,The Final,3.0,murray a.,djokovic n.,1.0,2.0,11185.0,10780.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.5,1.53,2.5,1.4,2.75,1.44,2.65,1.56,,,2.8,1.57,2.6,1.5,2016.xlsx,2016,,,0.4,0.6535947712418301,0.3796526054590571,0.6203473945409429,1.0,2016-11-14,Hard,F,1870.087740205804,1842.0711860237752,28.016554182028585,1867.18930217729,1916.8859691852888,-49.69666700799917,9.0,24.0,-15.0,5.0,10.0,1.0,6.0,0.5402318975548078
2017-11-12,federer r,sock j,67,London,Masters Cup,Masters Cup,Indoor,Hard,Round Robin,3.0,federer r.,sock j.,2.0,9.0,9005.0,2765.0,6.0,4.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.04,11.0,1.05,7.75,1.07,8.0,1.08,10.44,,,1.1,12.0,1.06,9.36,2017.xlsx,2017,,,0.9615384615384616,0.0909090909090909,0.913621262458472,0.0863787375415282,7.0,2017-11-13,Hard,RR,1842.4617112113096,1500.789239123426,341.67247208788376,1903.6899684440657,1578.899559959064,324.79040848500176,3.0,0.0,3.0,4.0,9.0,0.9,1.0,0.8772696619432774
2017-11-12,zverev a,cilic m,67,London,Masters Cup,Masters Cup,Indoor,Hard,Round Robin,3.0,zverev a.,cilic m.,3.0,5.0,4410.0,3805.0,6.0,4.0,3.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,1.9,1.9,1.85,1.85,1.91,1.91,1.94,1.96,,,1.96,2.05,1.9,1.91,2017.xlsx,2017,,,0.5263157894736842,0.5263157894736842,0.5,0.5,2.0,2017-11-13,Hard,RR,1572.9366048380805,1605.9798787432603,-33.04327390518006,1598.1804441608983,1576.9122304512591,21.268213709638985,3.0,1.0,2.0,2.0,5.0,0.5,1.0,0.45258976498998454
2017-11-13,dimitrov g,thiem d,67,London,Masters Cup,Masters Cup,Indoor,Hard,Round Robin,3.0,dimitrov g.,thiem d.,6.0,4.0,3650.0,3815.0,6.0,3.0,5.0,7.0,7.0,5.0,,,,,2.0,1.0,Completed,1.44,2.75,1.4,2.75,1.44,2.75,1.45,2.99,,,1.5,3.19,1.43,2.86,2017.xlsx,2017,,,0.6944444444444444,0.3636363636363636,0.6563245823389022,0.3436754176610979,-2.0,2017-11-13,Hard,RR,1608.6241698265208,1485.2396465134116,123.38452331310918,1671.8507227095722,1482.9982271798838,188.85249552968844,1.0,2.0,-1.0,3.0,7.0,0.7,0.0,0.6704582565061705
2017-11-13,goffin d,nadal r,67,London,Masters Cup,Masters Cup,Indoor,Hard,Round Robin,3.0,goffin d.,nadal r.,8.0,1.0,2975.0,10645.0,7.0,6.0,6.0,7.0,6.0,4.0,,,,,2.0,1.0,Completed,4.0,1.25,3.85,1.22,4.0,1.25,4.41,1.25,,,4.57,1.31,4.07,1.25,2017.xlsx,2017,,,0.25,0.8,0.238095238095238,0.7619047619047619,-7.0,2017-11-13,Hard,RR,1568.3724333980706,1771.76562760417,-203.39319420609945,1594.7138516145535,1778.8456261961103,-184.131774581557,0.0,2.0,-2.0,2.0,6.0,0.6,0.0,0.23670583214069607
2017-11-14,federer r,zverev a,67,London,Masters Cup,Masters Cup,Indoor,Hard,Round Robin,3.0,federer r.,zverev a.,2.0,3.0,9005.0,4410.0,7.0,6.0,5.0,7.0,6.0,1.0,,,,,2.0,1.0,Completed,1.22,4.33,1.2,4.1,1.22,4.33,1.25,4.46,,,1.29,4.75,1.23,4.3,2017.xlsx,2017,,,0.819672131147541,0.23094688221709,0.7801801801801801,0.2198198198198198,1.0,2017-11-13,Hard,RR,1848.6194218485368,1588.8807957535628,259.7386260949738,1908.002136383338,1611.604047850044,296.398088533294,2.0,2.0,0.0,4.0,9.0,0.9,1.0,0.8168538494908101
2017-11-14,sock j,cilic m,67,London,Masters Cup,Masters Cup,Indoor,Hard,Round Robin,3.0,sock j.,cilic m.,9.0,5.0,2765.0,3805.0,5.0,7.0,6.0,2.0,7.0,6.0,,,,,2.0,1.0,Completed,2.3,1.61,2.2,1.6,2.25,1.61,2.37,1.66,,,2.4,1.69,2.28,1.63,2017.xlsx,2017,,,0.4347826086956522,0.6211180124223602,0.411764705882353,0.588235294117647,-4.0,2017-11-13,Hard,RR,1495.3610790664875,1579.3525664219117,-83.99148735542394,1573.0460065208922,1554.905955591557,18.14005092933553,2.0,0.0,2.0,4.0,7.0,0.7,1.0,0.38142743957269193
2017-11-15,dimitrov g,goffin d,67,London,Masters Cup,Masters Cup,Indoor,Hard,Round Robin,3.0,dimitrov g.,goffin d.,6.0,8.0,3650.0,2975.0,6.0,0.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.53,2.5,1.53,2.35,1.57,2.37,1.57,2.58,,,1.62,2.64,1.55,2.48,2017.xlsx,2017,,,0.6535947712418301,0.4,0.6203473945409429,0.3796526054590571,2.0,2017-11-13,Hard,F,1634.5681433026468,1609.6064363584203,24.961706944226307,1693.121696070711,1636.4662149506096,56.65548112010151,3.0,1.0,2.0,4.0,7.0,0.7,2.0,0.5358611027219656
2017-11-16,federer r,cilic m,67,London,Masters Cup,Masters Cup,Indoor,Hard,Round Robin,3.0,federer r.,cilic m.,2.0,5.0,9005.0,3805.0,6.0,7.0,6.0,4.0,6.0,1.0,,,,,2.0,1.0,Completed,1.14,5.5,1.14,5.0,1.17,5.0,1.18,5.55,,,1.25,6.0,1.17,5.23,2017.xlsx,2017,,,0.8771929824561404,0.1818181818181818,0.8283132530120482,0.1716867469879518,3.0,2017-11-13,Hard,RR,1844.5466203179133,1586.8567713441969,257.6898489737166,1906.0609323538345,1560.3135340875017,345.74739826633254,7.0,1.0,6.0,4.0,9.0,0.9,3.0,0.815082870283094
2017-11-16,sock j,zverev a,67,London,Masters Cup,Masters Cup,Indoor,Hard,Round Robin,3.0,sock j.,zverev a.,9.0,3.0,2765.0,4410.0,6.0,4.0,1.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,2.75,1.44,2.55,1.45,2.75,1.44,2.84,1.49,,,2.84,1.53,2.7,1.47,2017.xlsx,2017,,,0.3636363636363636,0.6944444444444444,0.3436754176610979,0.6563245823389022,-6.0,2017-11-13,Hard,RR,1481.1830816739805,1595.6195649341346,-114.43648326015432,1561.8824228552353,1618.3778415291113,-56.49541867387597,1.0,1.0,0.0,3.0,7.0,0.7,3.0,0.3410206084025019
