date,winner_short,loser_short,atp,location,tournament,series,court,surface_x,round_x,best of,winner,loser,wrank,lrank,wpts,lpts,w1,l1,w2,l2,w3,l3,w4,l4,w5,l5,wsets,lsets,comment,b365w,b365l,exw,exl,lbw,lbl,psw,psl,sjw,sjl,maxw,maxl,avgw,avgl,source_file,source_year,bfew,bfel,b365w_prob,b365l_prob,b365w_prob_norm,b365l_prob_norm,rank_diff,match_date,surface_y,round_y,elo_global_w_before,elo_global_l_before,elo_global_diff,elo_surface_w_before,elo_surface_l_before,elo_surface_diff,h2h_w_before,h2h_l_before,h2h_diff,wins_last5,wins_last10,winpct_last10,date_diff,elo_implied_prob
2012-11-05,djokovic n,tsonga j,65,London,Masters Cup,Masters Cup,Indoor,Hard,Round Robin,3.0,djokovic n.,tsonga j.w.,1.0,8.0,11420.0,3490.0,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.25,4.0,1.25,3.75,1.25,3.75,1.29,4.01,1.25,4.0,1.29,4.8,1.24,3.99,2012.xls,2012,,,0.8,0.25,0.7619047619047619,0.238095238095238,7.0,2012-11-05,Hard,RR,1886.958975567164,1606.5797519175703,280.3792236495933,1932.0612930049324,1634.517826878702,297.54346612623044,7.0,5.0,2.0,4.0,9.0,0.9,0.0,0.833964962109287
2012-11-05,murray a,berdych t,65,London,Masters Cup,Masters Cup,Indoor,Hard,Round Robin,3.0,murray a.,berdych t.,3.0,6.0,7600.0,4405.0,3.0,6.0,6.0,3.0,6.0,4.0,,,,,2.0,1.0,Completed,1.33,3.4,1.35,3.0,1.36,3.0,1.35,3.49,1.36,3.25,1.4,3.75,1.34,3.26,2012.xls,2012,,,0.7518796992481203,0.2941176470588235,0.7188160676532769,0.281183932346723,3.0,2012-11-05,Hard,RR,1770.372771886283,1701.7389494629176,68.63382242336547,1784.5575881577956,1733.0276285927498,51.52995956504583,3.0,4.0,-1.0,3.0,7.0,0.7,0.0,0.5975069391922042
2012-11-06,federer r,tipsarevic j,65,London,Masters Cup,Masters Cup,Indoor,Hard,Round Robin,3.0,federer r.,tipsarevic j.,2.0,9.0,9465.0,2990.0,6.0,3.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.08,8.0,1.1,6.5,1.06,8.0,1.1,8.6,1.1,7.5,1.11,10.5,1.09,7.26,2012.xls,2012,,,0.9259259259259258,0.125,0.8810572687224669,0.118942731277533,7.0,2012-11-05,Hard,RR,1804.5719462474704,1609.0310000340935,195.54094621337663,1841.060402269644,1634.854018979283,206.2063832903609,5.0,0.0,5.0,4.0,8.0,0.8,1.0,0.7550304513126456
2012-11-06,ferrer d,del potro j,65,London,Masters Cup,Masters Cup,Indoor,Hard,Round Robin,3.0,ferrer d.,del potro j.m.,5.0,7.0,6030.0,4080.0,6.0,3.0,3.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,2.2,1.66,2.1,1.7,2.2,1.62,2.35,1.67,2.25,1.67,2.38,1.72,2.21,1.66,2012.xls,2012,,,0.4545454545454545,0.6024096385542169,0.4300518134715025,0.5699481865284974,2.0,2012-11-05,Hard,RR,1776.203873563702,1744.820253595299,31.38361996840308,1770.5153111823709,1753.3871961759678,17.12811500640305,4.0,2.0,2.0,5.0,10.0,1.0,1.0,0.545042220655315
2012-11-07,berdych t,tsonga j,65,London,Masters Cup,Masters Cup,Indoor,Hard,Round Robin,3.0,berdych t.,tsonga j.w.,6.0,8.0,4405.0,3490.0,7.0,5.0,3.0,6.0,6.0,1.0,,,,,2.0,1.0,Completed,1.61,2.25,1.65,2.15,1.62,2.25,1.8,2.13,1.67,2.25,1.8,2.34,1.66,2.2,2012.xls,2012,,,0.6211180124223602,0.4444444444444444,0.582901554404145,0.4170984455958549,2.0,2012-11-05,Hard,RR,1690.5903436139702,1621.0399880982302,69.55035551573997,1722.072982138235,1648.8433897050602,73.22959243317473,3.0,1.0,2.0,4.0,8.0,0.8,2.0,0.598775118982451
2012-11-07,djokovic n,murray a,65,London,Masters Cup,Masters Cup,Indoor,Hard,Round Robin,3.0,djokovic n.,murray a.,1.0,3.0,11420.0,7600.0,4.0,6.0,6.0,3.0,7.0,5.0,,,,,2.0,1.0,Completed,1.8,2.0,1.75,2.0,1.73,2.1,1.83,2.09,1.8,2.1,1.85,2.35,1.76,2.06,2012.xls,2012,,,0.5555555555555556,0.5,0.5263157894736842,0.4736842105263157,2.0,2012-11-05,Hard,RR,1877.02152468742,1783.9712155062207,93.05030918119928,1923.5788196261112,1796.7604007569998,126.81841886911138,9.0,6.0,3.0,4.0,9.0,0.9,2.0,0.630797737361519
2012-11-08,del potro j,tipsarevic j,65,London,Masters Cup,Masters Cup,Indoor,Hard,Round Robin,3.0,del potro j.m.,tipsarevic j.,7.0,9.0,4080.0,2990.0,6.0,0.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.18,4.5,1.2,4.25,1.2,4.5,1.24,4.61,1.2,5.0,1.25,6.5,1.2,4.52,2012.xls,2012,,,0.8474576271186441,0.2222222222222222,0.7922535211267606,0.2077464788732394,2.0,2012-11-05,Hard,RR,1728.516784402674,1599.5829434760644,128.9338409266095,1736.4219494406598,1625.7378067353,110.68414270535982,3.0,0.0,3.0,4.0,9.0,0.9,3.0,0.6774773710017977
2012-11-08,federer r,ferrer d,65,London,Masters Cup,Masters Cup,Indoor,Hard,Round Robin,3.0,federer r.,ferrer d.,2.0,5.0,9465.0,6030.0,6.0,4.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.18,4.5,1.2,4.25,1.17,5.0,1.23,4.75,1.2,5.0,1.23,5.4,1.2,4.61,2012.xls,2012,,,0.8474576271186441,0.2222222222222222,0.7922535211267606,0.2077464788732394,3.0,2012-11-05,Hard,RR,1790.1777057125869,1794.1824742785768,-4.004768565990162,1828.835861168585,1786.3550431877857,42.48081798079966,13.0,0.0,13.0,4.0,8.0,0.8,3.0,0.4942369299813661
2012-11-09,djokovic n,berdych t,65,London,Masters Cup,Masters Cup,Indoor,Hard,Round Robin,3.0,djokovic n.,berdych t.,1.0,6.0,11420.0,4405.0,6.0,2.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.18,4.5,1.22,4.0,1.2,4.5,1.26,4.38,1.2,5.0,1.26,5.0,1.22,4.29,2012.xls,2012,,,0.8474576271186441,0.2222222222222222,0.7922535211267606,0.2077464788732394,5.0,2012-11-05,Hard,RR,1870.115326074624,1701.067725278119,169.04760079650487,1917.3031399671177,1731.9979629000954,185.30517706702244,8.0,1.0,7.0,4.0,9.0,0.9,4.0,0.7257401894102865
2012-11-09,murray a,tsonga j,65,London,Masters Cup,Masters Cup,Indoor,Hard,Round Robin,3.0,murray a.,tsonga j.w.,3.0,8.0,7600.0,3490.0,6.0,2.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.14,5.5,1.14,5.05,1.17,5.0,1.16,6.28,1.17,5.0,1.2,6.7,1.16,5.18,2012.xls,2012,,,0.8771929824561404,0.1818181818181818,0.8283132530120482,0.1716867469879518,5.0,2012-11-05,Hard,RR,1794.782606247523,1631.6671376501167,163.11546859740633,1805.534471634361,1660.1745338773844,145.3599377569767,6.0,1.0,5.0,3.0,6.0,0.6,4.0,0.7188911745551128
2012-11-10,del potro j,federer r,65,London,Masters Cup,Masters Cup,Indoor,Hard,Round Robin,3.0,del potro j.m.,federer r.,7.0,2.0,4080.0,9465.0,7.0,6.0,4.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,2.87,1.4,2.65,1.45,3.0,1.36,3.05,1.43,2.88,1.4,3.05,1.49,2.82,1.42,2012.xls,2012,,,0.3484320557491289,0.7142857142857143,0.3278688524590163,0.6721311475409837,-5.0,2012-11-05,Hard,RR,1726.7031862227043,1811.833309580985,-85.1301233582808,1733.8851219544051,1851.9237442563588,-118.03862230195364,3.0,13.0,-10.0,3.0,8.0,0.8,5.0,0.3798821700369558
2012-11-10,ferrer d,tipsarevic j,65,London,Masters Cup,Masters Cup,Indoor,Hard,Round Robin,3.0,ferrer d.,tipsarevic j.,5.0,9.0,6030.0,2990.0,4.0,6.0,6.0,3.0,6.0,1.0,,,,,2.0,1.0,Completed,1.2,4.5,1.18,4.5,1.17,4.5,1.23,4.73,1.17,5.0,1.25,5.0,1.2,4.55,2012.xls,2012,,,0.8333333333333334,0.2222222222222222,0.7894736842105263,0.2105263157894736,4.0,2012-11-05,Hard,RR,1787.1425169082877,1619.4775774987902,167.66493940949726,1777.9020339295078,1646.7316619334238,131.170371996084,3.0,1.0,2.0,4.0,9.0,0.9,5.0,0.7241531285250766
2012-11-11,djokovic n,del potro j,65,London,Masters Cup,Masters Cup,Indoor,Hard,Semifinals,3.0,djokovic n.,del potro j.m.,1.0,7.0,11420.0,4080.0,4.0,6.0,6.0,3.0,6.0,2.0,,,,,2.0,1.0,Completed,1.16,5.0,1.2,4.25,1.22,4.0,1.23,4.88,1.22,4.33,1.26,5.5,1.22,4.28,2012.xls,2012,,,0.8620689655172414,0.2,0.8116883116883117,0.1883116883116883,6.0,2012-11-05,Hard,SF,1861.389656172265,1739.029275056292,122.36038111597304,1910.317251550281,1744.5258534762686,165.79139807401248,6.0,1.0,5.0,4.0,9.0,0.9,6.0,0.6691543887958964
2012-11-11,federer r,murray a,65,London,Masters Cup,Masters Cup,Indoor,Hard,Semifinals,3.0,federer r.,murray a.,2.0,3.0,9465.0,7600.0,7.0,6.0,6.0,2.0,,,,,,,2.0,0.0,Completed,2.25,1.61,2.15,1.65,2.1,1.67,2.29,1.71,2.25,1.67,2.3,1.75,2.16,1.68,2012.xls,2012,,,0.4444444444444444,0.6211180124223602,0.4170984455958549,0.582901554404145,1.0,2012-11-05,Hard,SF,1797.42062296071,1801.983306055512,-4.562683094801969,1838.93657469368,1813.3999068011733,25.53666789250633,8.0,10.0,-2.0,4.0,7.0,0.7,6.0,0.49343414864888374
2012-11-12,djokovic n,federer r,65,London,Masters Cup,Masters Cup,Indoor,Hard,The Final,3.0,djokovic n.,federer r.,1.0,2.0,11420.0,9465.0,7.0,6.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.61,2.3,1.6,2.25,1.67,2.1,1.64,2.45,1.62,2.25,1.7,2.45,1.64,2.26,2012.xls,2012,,,0.6211180124223602,0.4347826086956522,0.588235294117647,0.411764705882353,1.0,2012-11-05,Hard,F,1848.8557768823248,1813.6169750025356,35.23880187978921,1898.203803268508,1854.8030298085296,43.40077345997838,12.0,15.0,-3.0,4.0,9.0,0.9,7.0,0.550539529161787
2013-11-04,del potro j,gasquet r,65,London,Masters Cup,Masters Cup,Indoor,Hard,Round Robin,3.0,del potro j.m.,gasquet r.,5.0,9.0,5055.0,3300.0,6.0,7.0,6.0,3.0,7.0,5.0,,,,,2.0,1.0,Completed,1.22,4.33,1.2,4.3,1.22,4.33,1.28,4.1,1.22,4.5,1.28,4.55,1.22,4.18,2013.xlsx,2013,,,0.819672131147541,0.23094688221709,0.7801801801801801,0.2198198198198198,4.0,2013-11-04,Hard,RR,1720.8568265054007,1587.5569933005395,133.29983320486122,1775.4167934734044,1669.8281251193062,105.58866835409822,5.0,1.0,4.0,2.0,7.0,0.7,0.0,0.6829442320184305
2013-11-04,wawrinka s,berdych t,65,London,Masters Cup,Masters Cup,Indoor,Hard,Round Robin,3.0,wawrinka s.,berdych t.,8.0,6.0,3330.0,3980.0,6.0,3.0,6.0,7.0,6.0,3.0,,,,,2.0,1.0,Completed,2.1,1.72,2.1,1.7,2.1,1.73,2.25,1.72,2.15,1.73,2.25,1.8,2.11,1.71,2013.xlsx,2013,,,0.4761904761904761,0.5813953488372093,0.450261780104712,0.549738219895288,-2.0,2013-11-04,Hard,RR,1644.6436878249465,1632.0944479440177,12.549239880929008,1675.3777590276604,1695.2270717918,-19.84931276413954,7.0,5.0,2.0,2.0,5.0,0.5,0.0,0.5180519582513295
2013-11-05,djokovic n,federer r,65,London,Masters Cup,Masters Cup,Indoor,Hard,Round Robin,3.0,djokovic n.,federer r.,2.0,7.0,10610.0,3805.0,6.0,4.0,6.0,7.0,6.0,2.0,,,,,2.0,1.0,Completed,1.28,3.75,1.28,3.5,1.29,3.75,1.3,3.93,1.29,3.75,1.33,4.0,1.29,3.6,2013.xlsx,2013,,,0.78125,0.2666666666666666,0.7455268389662029,0.2544731610337972,5.0,2013-11-04,Hard,RR,1911.5367093851733,1669.0939638868165,242.442745498357,1952.4501223556,1754.7592865985907,197.69083575700935,14.0,15.0,-1.0,5.0,10.0,1.0,1.0,0.8014867559413867
2013-11-05,nadal r,ferrer d,65,London,Masters Cup,Masters Cup,Indoor,Hard,Round Robin,3.0,nadal r.,ferrer d.,1.0,3.0,12030.0,5800.0,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.22,4.33,1.22,4.0,1.22,4.33,1.26,4.38,1.22,4.33,1.29,4.8,1.23,4.07,2013.xlsx,2013,,,0.819672131147541,0.23094688221709,0.7801801801801801,0.2198198198198198,2.0,2013-11-04,Hard,RR,1863.6709531223123,1619.4825717331278,244.1883813891845,1875.345806749826,1676.8157510693404,198.53005568048548,19.0,5.0,14.0,4.0,8.0,0.8,1.0,0.8030807174405691
2013-11-06,berdych t,ferrer d,65,London,Masters Cup,Masters Cup,Indoor,Hard,Round Robin,3.0,berdych t.,ferrer d.,6.0,3.0,3980.0,5800.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.1,1.72,2,1.8,2.0,1.8,2.06,1.85,2.0,1.8,2.2,1.85,2.03,1.78,2013.xlsx,2013,,,0.4761904761904761,0.5813953488372093,0.450261780104712,0.549738219895288,-3.0,2013-11-04,Hard,RR,1616.7280240230284,1638.1038275056455,-21.37580348261713,1680.217734794791,1695.2005063074514,-14.982771512660293,3.0,7.0,-4.0,2.0,5.0,0.5,2.0,0.46927650171837204
2013-11-06,nadal r,wawrinka s,65,London,Masters Cup,Masters Cup,Indoor,Hard,Round Robin,3.0,nadal r.,wawrinka s.,1.0,8.0,12030.0,3330.0,7.0,6.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.12,6.0,1.15,5.25,1.14,5.5,1.17,5.98,1.17,5.5,1.2,6.3,1.15,5.4,2013.xlsx,2013,,,0.8928571428571428,0.1666666666666666,0.8426966292134831,0.1573033707865168,7.0,2013-11-04,Hard,RR,1872.2873182581225,1658.421381473079,213.86593678504343,1886.8617331736357,1690.6154826817688,196.2462504918667,11.0,0.0,11.0,4.0,7.0,0.7,2.0,0.7740130176719808
2013-11-07,djokovic n,del potro j,65,London,Masters Cup,Masters Cup,Indoor,Hard,Round Robin,3.0,djokovic n.,del potro j.m.,2.0,5.0,10610.0,5055.0,6.0,3.0,3.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,1.28,3.75,1.28,3.5,1.3,3.5,1.3,3.89,1.29,3.75,1.33,4.05,1.28,3.61,2013.xlsx,2013,,,0.78125,0.2666666666666666,0.7455268389662029,0.2544731610337972,3.0,2013-11-04,Hard,RR,1915.977596485664,1729.2817542543055,186.69584223135823,1958.2636807370664,1784.9232095411903,173.34047119587626,10.0,2.0,8.0,5.0,10.0,1.0,3.0,0.7454911508842634
2013-11-07,federer r,gasquet r,65,London,Masters Cup,Masters Cup,Indoor,Hard,Round Robin,3.0,federer r.,gasquet r.,7.0,9.0,3805.0,3300.0,6.0,4.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.28,3.75,1.3,3.4,1.29,3.75,1.34,3.6,1.3,3.5,1.35,4.2,1.29,3.59,2013.xlsx,2013,,,0.78125,0.2666666666666666,0.7455268389662029,0.2544731610337972,2.0,2013-11-04,Hard,RR,1667.88975548932,1602.168160251838,65.721595237482,1757.226313514909,1684.197908863357,73.02840465155191,10.0,2.0,8.0,3.0,7.0,0.7,3.0,0.5934687877797913
2013-11-08,nadal r,berdych t,65,London,Masters Cup,Masters Cup,Indoor,Hard,Round Robin,3.0,nadal r.,berdych t.,1.0,6.0,12030.0,3980.0,6.0,4.0,1.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,1.2,4.5,1.22,4.0,1.2,4.5,1.27,4.26,1.22,4.0,1.3,4.6,1.23,4.12,2013.xlsx,2013,,,0.8333333333333334,0.2222222222222222,0.7894736842105263,0.2105263157894736,5.0,2013-11-04,Hard,RR,1868.108699211092,1615.040016160116,253.06868305097575,1881.2080926118665,1676.618743306872,204.5893493049944,15.0,3.0,12.0,4.0,8.0,0.8,4.0,0.8110397579299502
2013-11-08,wawrinka s,ferrer d,65,London,Masters Cup,Masters Cup,Indoor,Hard,Round Robin,3.0,wawrinka s.,ferrer d.,8.0,3.0,3330.0,5800.0,6.0,7.0,6.0,4.0,6.0,1.0,,,,,2.0,1.0,Completed,1.44,2.75,1.45,2.7,1.44,2.75,1.56,2.62,1.44,2.75,1.57,2.8,1.48,2.63,2013.xlsx,2013,,,0.6944444444444444,0.3636363636363636,0.6563245823389022,0.3436754176610979,-5.0,2013-11-04,Hard,RR,1628.9829084762491,1657.050640403222,-28.067731926972783,1658.4304480248577,1715.5217695278068,-57.091321502949086,4.0,7.0,-3.0,3.0,6.0,0.6,4.0,0.45969492946332935
2013-11-09,djokovic n,gasquet r,65,London,Masters Cup,Masters Cup,Indoor,Hard,Round Robin,3.0,djokovic n.,gasquet r.,2.0,9.0,10610.0,3300.0,7.0,6.0,4.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,1.06,10.0,1.05,9.0,1.05,10.0,1.07,10.75,1.05,9.0,1.1,10.75,1.06,9.22,2013.xlsx,2013,,,0.9433962264150942,0.1,0.9041591320072332,0.0958408679927667,7.0,2013-11-04,Hard,RR,1922.2059020608815,1575.8236517318287,346.382250329053,1964.9252149484653,1656.8764641329276,308.0487508155377,9.0,1.0,8.0,5.0,10.0,1.0,5.0,0.8801589795831889
2013-11-09,federer r,del potro j,65,London,Masters Cup,Masters Cup,Indoor,Hard,Round Robin,3.0,federer r.,del potro j.m.,7.0,5.0,3805.0,5055.0,4.0,6.0,7.0,6.0,7.0,5.0,,,,,2.0,1.0,Completed,2.0,1.8,2,1.8,2.0,1.8,2.07,1.85,2.0,1.8,2.1,1.95,1.98,1.81,2013.xlsx,2013,,,0.5,0.5555555555555556,0.4736842105263157,0.5263157894736842,-2.0,2013-11-04,Hard,RR,1661.0724461130542,1719.4081893283476,-58.335743215293405,1745.23851880817,1774.5184884395137,-29.27996963134342,14.0,5.0,9.0,4.0,7.0,0.7,5.0,0.4168282358122381
2013-11-10,djokovic n,wawrinka s,65,London,Masters Cup,Masters Cup,Indoor,Hard,Semifinals,3.0,djokovic n.,wawrinka s.,2.0,8.0,10610.0,3330.0,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.14,5.5,1.13,5.5,1.14,5.5,1.19,5.61,1.15,5.5,1.19,6.3,1.16,5.25,2013.xlsx,2013,,,0.8771929824561404,0.1818181818181818,0.8283132530120482,0.1716867469879518,6.0,2013-11-04,Hard,SF,1907.907776639538,1636.155904903428,271.75187173611016,1949.1741972760617,1665.320868169842,283.8533291062197,13.0,1.0,12.0,5.0,10.0,1.0,6.0,0.8269737336789066
2013-11-10,nadal r,federer r,65,London,Masters Cup,Masters Cup,Indoor,Hard,Semifinals,3.0,nadal r.,federer r.,1.0,7.0,12030.0,3805.0,7.0,5.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.3,3.5,1.33,3.2,1.3,3.5,1.34,3.67,1.33,3.4,1.37,4.05,1.33,3.34,2013.xlsx,2013,,,0.7692307692307692,0.2857142857142857,0.7291666666666667,0.2708333333333333,6.0,2013-11-04,Hard,SF,1857.0703537024788,1679.2308645248777,177.8394891776013,1865.5841591440155,1768.1546730365817,97.42948610743385,21.0,10.0,11.0,4.0,8.0,0.8,6.0,0.7356978195769979
2013-11-11,djokovic n,nadal r,65,London,Masters Cup,Masters Cup,Indoor,Hard,The Final,3.0,djokovic n.,nadal r.,2.0,1.0,10610.0,12030.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.57,2.37,1.55,2.4,1.57,2.38,1.58,2.58,1.57,2.38,1.65,2.58,1.57,2.43,2013.xlsx,2013,,,0.6369426751592356,0.4219409282700421,0.6015228426395939,0.398477157360406,-1.0,2013-11-04,Hard,F,1894.7578351415573,1873.9890420776785,20.768793063879,1937.7061708685624,1880.870762484868,56.835408383694585,16.0,20.0,-4.0,5.0,10.0,1.0,7.0,0.5298531458399385
2014-11-09,federer r,raonic m,64,London,Masters Cup,Masters Cup,Indoor,Hard,Round Robin,3.0,federer r.,raonic m.,2.0,8.0,8700.0,4440.0,6.0,1.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.33,3.4,1.3,3.4,1.3,3.5,1.38,3.4,1.29,3.75,1.38,3.75,1.33,3.3,2014.xlsx,2014,,,0.7518796992481203,0.2941176470588235,0.7188160676532769,0.281183932346723,6.0,2014-11-09,Hard,RR,1809.0314318006167,1646.0293261454276,163.00210565518955,1847.6375293099652,1686.28378150845,161.3537478015155,6.0,1.0,5.0,4.0,9.0,0.9,0.0,0.7187592801226715
2014-11-09,nishikori k,murray a,64,London,Masters Cup,Masters Cup,Indoor,Hard,Round Robin,3.0,nishikori k.,murray a.,5.0,6.0,4625.0,4475.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.75,1.44,2.8,1.42,2.75,1.44,2.94,1.47,2.88,1.44,3.0,1.51,2.8,1.43,2014.xlsx,2014,,,0.3636363636363636,0.6944444444444444,0.3436754176610979,0.6563245823389022,1.0,2014-11-09,Hard,RR,1713.335439632481,1732.972684142654,-19.637244510173105,1753.0417679484635,1776.580521005034,-23.538753056570613,0.0,2.0,-2.0,2.0,6.0,0.6,0.0,0.47176978818738263
2014-11-10,djokovic n,cilic m,64,London,Masters Cup,Masters Cup,Indoor,Hard,Round Robin,3.0,djokovic n.,cilic m.,1.0,9.0,10010.0,4150.0,6.0,1.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.12,6.0,1.11,6.0,1.12,6.0,1.14,7.1,1.14,6.25,1.16,7.1,1.13,6.03,2014.xlsx,2014,,,0.8928571428571428,0.1666666666666666,0.8426966292134831,0.1573033707865168,8.0,2014-11-09,Hard,RR,1876.7713360999187,1643.319034420428,233.4523016794908,1913.3353479553105,1702.146991427113,211.18835652819712,10.0,0.0,10.0,5.0,9.0,0.9,1.0,0.7931239141467947
2014-11-10,wawrinka s,berdych t,64,London,Masters Cup,Masters Cup,Indoor,Hard,Round Robin,3.0,wawrinka s.,berdych t.,4.0,7.0,4895.0,4465.0,6.0,1.0,6.0,1.0,,,,,,,2.0,0.0,Completed,2.1,1.72,2.15,1.68,2.1,1.73,2.33,1.69,2.1,1.73,2.33,1.8,2.15,1.7,2014.xlsx,2014,,,0.4761904761904761,0.5813953488372093,0.450261780104712,0.549738219895288,3.0,2014-11-09,Hard,RR,1534.734574494517,1592.4354903176625,-57.70091582314558,1590.140077583487,1671.8592688566996,-81.71919127321257,9.0,5.0,4.0,2.0,4.0,0.4,1.0,0.4177168157624645
2014-11-11,federer r,nishikori k,64,London,Masters Cup,Masters Cup,Indoor,Hard,Round Robin,3.0,federer r.,nishikori k.,2.0,5.0,8700.0,4625.0,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.44,2.75,1.45,2.7,1.4,3.0,1.52,2.76,1.44,2.8,1.52,3.0,1.44,2.76,2014.xlsx,2014,,,0.6944444444444444,0.3636363636363636,0.6563245823389022,0.3436754176610979,3.0,2014-11-09,Hard,RR,1826.3504217523343,1725.6514687689885,100.69895298334632,1865.1382636376304,1765.6011818960826,99.53708174154758,2.0,2.0,0.0,4.0,9.0,0.9,2.0,0.6409914168881521
2014-11-11,murray a,raonic m,64,London,Masters Cup,Masters Cup,Indoor,Hard,Round Robin,3.0,murray a.,raonic m.,6.0,8.0,4475.0,4440.0,6.0,3.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.5,2.62,1.5,2.5,1.5,2.62,1.52,2.77,1.53,2.6,1.57,2.83,1.5,2.59,2014.xlsx,2014,,,0.6666666666666666,0.381679389312977,0.6359223300970874,0.3640776699029127,2.0,2014-11-09,Hard,RR,1714.3363446805076,1661.265417723023,53.07092695748497,1757.721596347562,1701.4146304360077,56.30696591155447,1.0,3.0,-2.0,4.0,9.0,0.9,2.0,0.575786682503992
2014-11-12,berdych t,cilic m,64,London,Masters Cup,Masters Cup,Indoor,Hard,Round Robin,3.0,berdych t.,cilic m.,7.0,9.0,4465.0,4150.0,6.0,3.0,6.0,1.0,,,,,,,2.0,0.0,Completed,2.1,1.72,2.05,1.72,2.1,1.73,2.2,1.76,2.1,1.73,2.2,1.8,2.09,1.74,2014.xlsx,2014,,,0.4761904761904761,0.5813953488372093,0.450261780104712,0.549738219895288,2.0,2014-11-09,Hard,RR,1572.2099929317435,1688.9347329433083,-116.72474001156456,1650.491997854177,1747.1442930961475,-96.6522952419707,5.0,4.0,1.0,3.0,8.0,0.8,3.0,0.33806669249127064
2014-11-12,djokovic n,wawrinka s,64,London,Masters Cup,Masters Cup,Indoor,Hard,Round Robin,3.0,djokovic n.,wawrinka s.,1.0,4.0,10010.0,4895.0,6.0,3.0,6.0,0.0,,,,,,,2.0,0.0,Completed,1.14,5.5,1.14,5.25,1.14,5.5,1.16,6.46,1.15,5.5,1.18,6.5,1.15,5.37,2014.xlsx,2014,,,0.8771929824561404,0.1818181818181818,0.8283132530120482,0.1716867469879518,3.0,2014-11-09,Hard,RR,1884.7128287410671,1571.3599029310951,313.3529258099718,1922.9679221202343,1627.8225733868192,295.1453487334152,14.0,2.0,12.0,5.0,9.0,0.9,3.0,0.8586114163005706
2014-11-13,federer r,murray a,64,London,Masters Cup,Masters Cup,Indoor,Hard,Round Robin,3.0,federer r.,murray a.,2.0,6.0,8700.0,4475.0,6.0,0.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.44,2.75,1.42,2.7,1.4,3.0,1.5,2.85,1.44,2.8,1.5,3.0,1.44,2.77,2014.xlsx,2014,,,0.6944444444444444,0.3636363636363636,0.6563245823389022,0.3436754176610979,4.0,2014-11-09,Hard,RR,1816.2221034048912,1726.1968344956992,90.02526890919194,1854.8511008896664,1769.3933090483365,85.45779184133016,11.0,11.0,0.0,4.0,9.0,0.9,4.0,0.6267331109109899
2014-11-13,nishikori k,ferrer d,64,London,Masters Cup,Masters Cup,Indoor,Hard,Round Robin,3.0,nishikori k.,ferrer d.,5.0,10.0,4625.0,4045.0,4.0,6.0,6.0,4.0,6.0,1.0,,,,,2.0,1.0,Completed,1.57,2.37,1.55,2.35,1.57,2.38,1.63,2.47,,,1.7,2.61,1.57,2.38,2014.xlsx,2014,,,0.6369426751592356,0.4219409282700421,0.6015228426395939,0.398477157360406,5.0,2014-11-09,Hard,RR,1716.9260837305378,1591.0038552261713,125.92222850436656,1756.5985963279782,1638.4418554833733,118.15674084460488,5.0,3.0,2.0,3.0,7.0,0.7,4.0,0.6736777774318393
2014-11-14,djokovic n,berdych t,64,London,Masters Cup,Masters Cup,Indoor,Hard,Round Robin,3.0,djokovic n.,berdych t.,1.0,7.0,10010.0,4465.0,6.0,2.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.07,9.0,1.07,8.0,1.08,8.0,1.08,10.75,1.06,9.0,1.11,11.0,1.07,8.78,2014.xlsx,2014,,,0.9345794392523364,0.1111111111111111,0.893743793445879,0.1062562065541211,6.0,2014-11-09,Hard,RR,1881.514599511121,1591.8196487790915,289.69495073202984,1918.7402342257697,1669.1811362173298,249.55909800843983,14.0,2.0,12.0,5.0,9.0,0.9,5.0,0.8412580053294707
